ID,Common name,Structure,InCHl key,Other name ,Kingdom(ClassyFire),Superclass(ClassyFire),Class(ClassyFire),Subclass(ClassyFire),Parent Level 1(ClassyFire),smiles,class_results(NPClassifier),superclass_results(NPClassifier),pathway_results(NPClassifier),isglycoside(NPClassifier),LOTUS link,CheMBL link,NPAtlas?,GNPS?,NP-MRD?,NPMRD_id,References,Notes,,,
M00098,Nordivaricatic acid ,O=C(O)C1=C(O)C=C(OC(=O)C=2C(O)=CC(O)=CC2CCC)C=C1CCC,KDWGMSJHASISHI-UHFFFAOYSA-N  ,"Nordivaricatsaure, Spiromastol J",Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones,,Depsides and depsidones,O=C(O)C1=C(O)C=C(OC(=O)C=2C(O)=CC(O)=CC2CCC)C=C1CCC,Depsides,Aromatic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0266323,,FALSE,FALSE,TRUE,NP0014118,https://doi.org/10.1071/CH9772333,,,,
M00099,Isousnic acid,CC(C1=C(C=C2OC3=C(C2(C1=O)C)C(O)=C(C(C)=O)C(O)=C3C)O)=O,GRIDHCOCFJSWSY-UHFFFAOYSA-N  ,Isousninsaure,Organic compounds,Benzenoids,Benzene and substituted derivatives,Acetophenones,Acetophenones,CC(C1=C(C=C2OC3=C(C2(C1=O)C)C(O)=C(C(C)=O)C(O)=C3C)O)=O,Usnic acid and derivatives,Aromatic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0273653,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2227776/,TRUE,TRUE,TRUE,NP0329136,https://doi.org/10.1248/cpb.18.374,,,,
M00100,Thamnolic acid,O=CC1=C(O)C(OC(=O)C2=C(O)C(C(=O)O)=C(OC)C=C2C)=C(C(C(=O)O)=C1O)C,RNCJCRJLNVRWJX-UHFFFAOYSA-N,usnarinic acid; Ocellatic acid; ventosaric acid; Thamnolsaure; hirtellic acid,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones,,Depsides and depsidones,O=CC1=C(O)C(OC(=O)C2=C(O)C(C(=O)O)=C(OC)C=C2C)=C(C(C(=O)O)=C1O)C,Depsides,Aromatic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0255952,,TRUE,TRUE,TRUE,NP0008059,10.3181/00379727-68-16463p,,,,
M00101,a-Alectoronic acid,O=C(O)C1=C(O)C=C2OC(=O)C=3C(OC2=C1CC(=O)CCCCC)=CC(O)=CC3CC(=O)CCCCC,ZDIOCINAHISORH-UHFFFAOYSA-N ,Alectoronsaure; alpha-alectronic acid; incurvatic acid,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones,,Depsides and depsidones,O=C(O)C1=C(O)C=C2OC(=O)C=3C(OC2=C1CC(=O)CCCCC)=CC(O)=CC3CC(=O)CCCCC,Depsidones,Aromatic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0110569,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL426543/,TRUE,TRUE,TRUE,NP0014700,10.1016/j.phytochem.2015.08.016,,,,
M00102,Divaricatic acid,CCCC1=C(C(=CC(=C1)OC)O)C(=O)OC2=CC(=C(C(=C2)O)C(=O)O)CCC,FSRDIJIAQPSMMR-UHFFFAOYSA-N,Divaricatsaure; diffusin; diffusinic acid,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones,,Depsides and depsidones,CCCC1=C(C(=CC(=C1)OC)O)C(=O)OC2=CC(=C(C(=C2)O)C(=O)O)CCC,Depsides,Aromatic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0231384,,TRUE,TRUE,TRUE,NP0006401,10.1042/bj0270634,,,,
M00103,Thuringione,O=C1C2=C(O)C(Cl)=C(OC)C(Cl)=C2OC=3C(Cl)=C(O)C=C(C13)C,SWYXXNJANIXCRQ-UHFFFAOYSA-N  ,Thuringion,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Dibenzopyrans,O=C1C2=C(O)C(Cl)=C(OC)C(Cl)=C2OC=3C(Cl)=C(O)C=C(C13)C,Methyl xanthones,Xanthones,Polyketides,FALSE,,,FALSE,TRUE,FALSE,,https://doi.org/10.1515/znb-1969-0617,,,,
M00104,Erythrommone,O=C1C2=C(C=C(C(Cl)=C2OC3=C(Cl)C(OC(C)=O)=C(C(O)=C13)Cl)OC(C)=O)C,VWBUVFCUUUFQLD-UHFFFAOYSA-N,"2,4,5-Trichloro-3,6-di-O-acetylnorlichexanthone; 2,4,5-Trichlor-3,6-di-0-acetylnorlichexanthon; Erythrommon",Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Dibenzopyrans,O=C1C2=C(C=C(C(Cl)=C2OC3=C(Cl)C(OC(C)=O)=C(C(O)=C13)Cl)OC(C)=O)C,Methyl xanthones,Xanthones,Polyketides,FALSE,,,FALSE,FALSE,FALSE,,https://doi.org/10.1016/0040-4020(78)88377-X,,,,
M00105,Pannaric acid,CC1=CC(O)=C2C3=C(OC2=C1C(O)=O)C=C(O)C(C(O)=O)=C3C,ZVWOMGLVQVBJQN-UHFFFAOYSA-N  ,Pannarsaure,Organic compounds,Organoheterocyclic compounds,Benzofurans,Dibenzofurans,Dibenzofurans,CC1=CC(O)=C2C3=C(OC2=C1C(O)=O)C=C(O)C(C(O)=O)=C3C,Usnic acid and derivatives,Aromatic polyketides,Polyketides,FALSE,,,TRUE,TRUE,FALSE,,http://actachemscand.org/pdf/acta_vol_13_p1855-1862.pdf,no doi,,,
M00106,Norascomatic acid,O=C(O)C1=C(O)C=C2OC3=CC(O)=CC(=C3C2=C1C)C,WFSXMDNXTLRBAK-UHFFFAOYSA-N,"Norascomatsaure, Hypostrepsilic acid",Organic compounds,Organoheterocyclic compounds,Benzofurans,Dibenzofurans,Dibenzofurans,O=C(O)C1=C(O)C=C2OC3=CC(O)=CC(=C3C2=C1C)C,Usnic acid and derivatives,Aromatic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0046194,,FALSE,FALSE,TRUE,NP0173174,https://doi.org/10.1016/0031-9422(93)80057-Y,,,,
M00107,Placodiolic acid,CC1=C(C(=C(C2=C1OC3(C2(C(=C(C(=O)C3)C(=O)C)O)C)OC)O)C(=O)C)O,TUENYOIQMXRNRF-UHFFFAOYSA-N ,Placodiolsaure,Organic compounds,Benzenoids,Benzene and substituted derivatives,Acetophenones,Acetophenones,CC1=C(C(=C(C2=C1OC3(C2(C(=C(C(=O)C3)C(=O)C)O)C)OC)O)C(=O)C)O,Usnic acid and derivatives,Aromatic polyketides,Polyketides,FALSE,,,TRUE,TRUE,FALSE,,10.1016/s0040-4020(01)93847-5,,,,
M00108,Emodin aldehyde ,O=CC=1C=C(O)C=2C(=O)C=3C(O)=CC(O)=CC3C(=O)C2C1,QFXNYLFHBVQEQY-UHFFFAOYSA-N,Emodinaldehyd; emodinal,Organic compounds,Benzenoids,Anthracenes,Anthraquinones,Hydroxyanthraquinones,O=CC=1C=C(O)C=2C(=O)C=3C(O)=CC(O)=CC3C(=O)C2C1,Anthraquinones and anthrones,Polycyclic aromatic polyketides,Polyketides,FALSE,,,FALSE,FALSE,FALSE,,DOI: 10.1055/s-0028-1099654,,,,
M00109,Pulvinic acid lactone,O=C1OC=2C(OC(=O)C2C=3C=CC=CC3)=C1C=4C=CC=CC4,KQTXUHHOWJUFOZ-UHFFFAOYSA-N  ,"Pulvinsaurelacton, Pulvinic acid dilactone, Pulvic di-γ-lactone, Pulvic dilactone; Pulvinic anhydride; Pulvinic dilactone; pulvic anhydride",Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,O=C1OC=2C(OC(=O)C2C=3C=CC=CC3)=C1C=4C=CC=CC4,Pulvinones,Diazotetronic acids and derivatives,Shikimates and Phenylpropanoids,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0073292,,FALSE,TRUE,TRUE,NP0191890,https://doi.org/10.1002/jlac.19284650111,,,,
M00110,Pulvinamide,C1=CC=C(C=C1)C2=C(C(=C(C3=CC=CC=C3)C(=O)N)OC2=O)O,WRHGFSYRCKIXSB-JQIJEIRASA-N  ,Pulvinamid,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Phenylacetamides,C1=CC=C(C=C1)C2=C(C(=C(C3=CC=CC=C3)C(=O)N)OC2=O)O,Pulvinones,Diazotetronic acids and derivatives,Shikimates and Phenylpropanoids,FALSE,,,FALSE,FALSE,TRUE,NP0142408,https://doi.org/10.1016/S0031-9422(00)85766-0,,,,
M00111,β-Alectoronic acid,O=C(O)C=1C(O)=CC(O)=C(OC2=CC(O)=CC=3C=C(OC(=O)C23)CCCCC)C1CC(=O)CCCCC,BMZVKRNQSCUIKZ-UHFFFAOYSA-N,Beta Alectoronsaure,Organic compounds,Phenylpropanoids and polyketides,Isocoumarins and derivatives,,Isocoumarins and derivatives,O=C(O)C=1C(O)=CC(O)=C(OC2=CC(O)=CC=3C=C(OC(=O)C23)CCCCC)C1CC(=O)CCCCC,"Depsidones,Isocoumarins","Coumarins,Aromatic polyketides","Polyketides,Shikimates and Phenylpropanoids",FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0001541,,FALSE,FALSE,FALSE,,https://doi.org/10.1248/yakushi1881.54.3_223,,,,
M00112,Nostoclide II,CC(C)C\1=C(C(=O)O/C1=C\C2=CC(=C(C=C2)O)Cl)CC3=CC=CC=C3,FJCMKDBQNWQPBT-UNOMPAQXSA-N,Nostoclid II; Nostoclide 2,Organic compounds,Benzenoids,Phenols,Halophenols,Chlorophenols,CC(C)C\1=C(C(=O)O/C1=C\C2=CC(=C(C=C2)O)Cl)CC3=CC=CC=C3,Pulvinones,Diazotetronic acids and derivatives,Shikimates and Phenylpropanoids,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0239565,,TRUE,FALSE,TRUE,NP0305665,10.1016/0040-4039(93)89005-b,,,,
M00113,Rocellaric acid,CCCCCCCCCCCCC[C@@H]1[C@H]([C@@H](C(=O)O1)C)C(=O)O,WLGALFYTFVOQPY-BBWFWOEESA-N,Roccellarsaure; Roccelaric acid; Nephromopsinic acid,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,CCCCCCCCCCCCC[C@@H]1[C@H]([C@@H](C(=O)O1)C)C(=O)O,Paraconic acids and derivatives,Fatty acyls,Fatty acids,FALSE,"https://lotus.naturalproducts.net/compound/lotus_id/LTS0179953, https://lotus.naturalproducts.net/compound/lotus_id/LTS0148564, https://lotus.naturalproducts.net/compound/lotus_id/LTS0141865",,TRUE,TRUE,TRUE,NP0264838,10.1021/ja00011a025,https://doi.org/10.2307/3241261,,,
M00114,Rangiformic acid,O=C(OC)CC(C(=O)O)C(C(=O)O)CCCCCCCCCCCCCC,LGCPAGYPUFWEBQ-ROUUACIJSA-N  ,Rangiformsaure; Evans' substance D; silvatic acid,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,O=C(OC)CC(C(=O)O)C(C(=O)O)CCCCCCCCCCCCCC,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids,FALSE,,,FALSE,TRUE,FALSE,,"Paterno, E., Gazz. Chim. Ital. 12, 231-261 (1882)",https://www.jstor.org/stable/23302080,,,
M00115,Methyl virensate,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3C)O)C(=O)OC)C)C=O)O,HTAATVDZOHXHBE-UHFFFAOYSA-N ,Virenssauremethylester; methylvirensat; granulatin,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones,,Depsides and depsidones,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3C)O)C(=O)OC)C)C=O)O,Depsidones,Aromatic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0184574,,FALSE,FALSE,TRUE,NP0268014,https://doi.org/10.1515/znc-1978-11-1204,,,,
M00116,Haematommone,CC(=O)C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O,OVWIVSWXKVYPAG-UHFFFAOYSA-N,Haematommon,Organic compounds,Benzenoids,Anthracenes,Anthraquinones,Hydroxyanthraquinones,CC(=O)C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O,Anthraquinones and anthrones,Polycyclic aromatic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0055594,,FALSE,TRUE,TRUE,NP0179639,https://doi.org/10.1016/0031-9422(91)83761-9,,,,
M00117,Fallacinol,COC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO,WJXSYUJKJSOJOG-UHFFFAOYSA-N  ,Teloschistin,Organic compounds,Benzenoids,Anthracenes,Anthraquinones,Anthraquinones,COC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO,Anthraquinones and anthrones,Polycyclic aromatic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0141201,,FALSE,TRUE,FALSE,,https://doi.org/10.1248/cpb1953.4.298,,,,
M00118,Nephrosterinic acid,O=C1OC(CCCCCCCCCCC)C(C(=O)O)C1=C,NZTULKXRMMPZQD-UHFFFAOYSA-N  ,Nephrosterinsaure; nephrosteric acid,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,O=C1OC(CCCCCCCCCCC)C(C(=O)O)C1=C,Paraconic acids and derivatives,Fatty acyls,Fatty acids,FALSE,"https://lotus.naturalproducts.net/compound/lotus_id/LTS0040642, https://lotus.naturalproducts.net/compound/lotus_id/LTS0174928",,FALSE,FALSE,TRUE,NP0169362,"Y. Asahina, M. Yanagita and Y. Sakurai, ibid., ?OB, 227 (1937)",,,,
M00119,Norcaperatic acid,O=C(O)CC(O)(C(=O)O)C(C(=O)O)CCCCCCCCCCCCCC,ABKLOAXZFTXYAG-UHFFFAOYSA-N,Norcaperatsaure,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,O=C(O)CC(O)(C(=O)O)C(C(=O)O)CCCCCCCCCCCCCC,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids,FALSE,"https://lotus.naturalproducts.net/compound/lotus_id/LTS0225924, https://lotus.naturalproducts.net/compound/lotus_id/LTS0025371, https://lotus.naturalproducts.net/compound/lotus_id/LTS0276392",,FALSE,FALSE,TRUE,NP0296319,https://www.journal.csj.jp/doi/pdf/10.1246/bcsj.17.495,no doi,,,
M00120,Parietinic acid,COC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O,HEULMVKOOVHXME-UHFFFAOYSA-N  ,Parietinsaure; parietic acid,Organic compounds,Benzenoids,Anthracenes,Anthracenecarboxylic acids and derivatives,Anthracenecarboxylic acids,COC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O,Anthraquinones and anthrones,Polycyclic aromatic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0019639,,TRUE,TRUE,TRUE,NP0004773,10.5281/zenodo.3541304,,,,
M00121,"2,7 -Dichloronorlichexanthone",O=C1C2=C(C=C(C(Cl)=C2O)O)OC3=C1C(C)=C(Cl)C(O)=C3,PNDZPHQVTKKLAZ-UHFFFAOYSA-N,"2,7 -Dichlornorlichexanthon",Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Dibenzopyrans,O=C1C2=C(C=C(C(Cl)=C2O)O)OC3=C1C(C)=C(Cl)C(O)=C3,Methyl xanthones,Xanthones,Polyketides,FALSE,,,FALSE,FALSE,FALSE,,"Leuckert, C., Poelt, J. and Schulz, G., 1970. Chemotaxonomische Probleme in der Flechtengattung Pertusaria. Ber. Deutsch. Bot. Ges., Vorträge Gesamtgebiet der Botanik (NF), 4, pp.45-60.",,,,
M00122,"2,5-Dichloronorlichexanthone",O=C1C2=C(OC3=C1C(C)=CC(O)=C3Cl)C=C(O)C(Cl)=C2O,GKSZPGKBFDLXNF-UHFFFAOYSA-N,"2,5-Dichlornorlichexanthon",Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Dibenzopyrans,O=C1C2=C(OC3=C1C(C)=CC(O)=C3Cl)C=C(O)C(Cl)=C2O,Methyl xanthones,Xanthones,Polyketides,FALSE,,,FALSE,TRUE,FALSE,,https://doi.org/10.2307/3243971,,,,
M00123,Choline sulfate,O=S(=O)([O-])OCC[N+](C)(C)C,WXCQAWGXWVRCGP-UHFFFAOYSA-N  ,Cholinsulfat,Organic compounds,Organic acids and derivatives,Organic sulfuric acids and derivatives,Sulfuric acid esters,Sulfuric acid monoesters,O=S(=O)([O-])OCC[N+](C)(C)C,,,,FALSE,,,FALSE,FALSE,TRUE,NP0050708,https://www.jstor.org/stable/23367792,no doi,,,
M00124,Indole-3-acetic acid,O=C(O)CC1=CNC=2C=CC=CC21,SEOVTRFCIGRIMH-UHFFFAOYSA-N ,Indolyl-3-essigsaure; Heteroauxin; indoleacetic acid; 3-Indoleacetic acid....,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Indole-3-acetic acid derivatives,O=C(O)CC1=CNC=2C=CC=CC21,Simple indole alkaloids,Tryptophan alkaloids,Alkaloids,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0250222,,FALSE,FALSE,TRUE,NP0000884,https://doi.org/10.1002/jlac.19495610106,,,,
M00125,Taurine,O=S(=O)(O)CCN,XOAAWQZATWQOTB-UHFFFAOYSA-N ,"1-Aminoethane-2-sulfonic acid, 2-Aminoethane-1-sulfonic acid, 2-Aminoethylsulfonic acid, 2-Azaniumylethanesulfonate, 2-Sulfoethylamine, Taufon, Taukard, Tauphon, Tauramin, β-Aminoethylsulfonic acid",Organic compounds,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,Organosulfonic acids,O=S(=O)(O)CCN,,,,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0101689,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL239243/,FALSE,FALSE,TRUE,NP0000908,https://doi.org/10.3109/00498257609151651,,,,
M00126,Caprylic acid,O=C(O)CCCCCCC,WWZKQHOCKIZLMA-UHFFFAOYSA-N,Caprylsaure; octanoic acid,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,O=C(O)CCCCCCC,"Branched fatty acids,Unsaturated fatty acids",Fatty Acids and Conjugates,Fatty acids,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0254176,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL324846/,FALSE,FALSE,TRUE,NP0000406,https://doi.org/10.1002/prac.18530580139,,,,
M00127,Lichesterinic acid,CCCCCCCCCCCCCC1C(=C(C(=O)O1)C)C(=O)O,SLQVVNFTCYVCPB-UHFFFAOYSA-N  ,Lichesterinsaure; Lichesteric acid,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,CCCCCCCCCCCCCC1C(=C(C(=O)O1)C)C(=O)O,Paraconic acids and derivatives,Fatty acyls,Fatty acids,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0272305,,FALSE,TRUE,TRUE,NP0328216,"Tunmann, O. Apotheker Ztg. 88, 892-893 (1913)",https://doi.org/10.1071/CH9792565,,,
M00128,Lichesterylic acid,O=C(CCCCCCCCCCCCC)CC(C(=O)O)C,FYKXUGIGKHKTDH-UHFFFAOYSA-N  ,Lichesterylsaure,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,O=C(CCCCCCCCCCCCC)CC(C(=O)O)C,"Other Octadecanoids,Oxo fatty acids","Fatty Acids and Conjugates,Octadecanoids",Fatty acids,FALSE,,,FALSE,TRUE,FALSE,,https://scholar.archive.org/work/euw6opya4bb5ziuje5nfbjtwyi/access/ia_file/crossref-pre-1909-scholarly-works/10.1002%252Fardp.19002380308.zip/10.1002%252Fardp.19032410102.pdf,no doi,,,
M00129,Norrangiformic acid,CCCCCCCCCCCCCCC(C(O)=O)C(C(O)=O)CC(O)=O,YBZIIVKQVVKTTD-DLBZAZTESA-N  ,Norrangiformsaure,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,CCCCCCCCCCCCCCC(C(O)=O)C(C(O)=O)CC(O)=O,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids,FALSE,,,FALSE,TRUE,FALSE,,"Aoki, H. ""Constitution of Norrangiformic Acid."" J. pharmac. Soc. Japan 66 (1946): 52.",,,,
M00130,"5,7-Dihydroxy-6-methylphtalide",O=C1OCC2=CC(O)=C(C(O)=C12)C,KFOVHCBSJURLKO-UHFFFAOYSA-N,"5,7 -Dihydroxy-6-methylphthalid",Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,O=C1OCC2=CC(O)=C(C(O)=C12)C,Phthalide derivatives,Cyclic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0212858,,FALSE,FALSE,TRUE,NP0287377,https://static.uni-graz.at/fileadmin/_Persoenliche_Webseite/obermayer_walter/Publications/obermayer-poelt-1994-lecanora-leptacinella.pdf,no doi,,,
M00131,Olivetolcarboxylic acid,O=C(O)C=1C(O)=CC(O)=CC1CCCCC,SXFKFRRXJUJGSS-UHFFFAOYSA-N ,Olivetolcarbonsaure; Allazetolcarboxylic acid; Olivetolic acid; Olivetolate,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,O=C(O)C=1C(O)=CC(O)=CC1CCCCC,Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids,FALSE,,,FALSE,TRUE,TRUE,NP0084299,https://doi.org/10.1002/cber.19370700830,,,,
M00132,Phthalic acid,O=C(O)C=1C=CC=CC1C(=O)O,XNGIFLGASWRNHJ-UHFFFAOYSA-N,Phthalsaure,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids,O=C(O)C=1C=CC=CC1C(=O)O,Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0167476,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1045/,FALSE,FALSE,FALSE,,"Vakhitova, L., Bessarabov, V., Taran, N., Kuzmina, G., Derypapa, V. and Zagoriy, G., 1723. ABSTRACT AND REFERENCES. Journal of Toxins, 4, p.1.",,,,
M00133,Trypethelone,O=C1C(=O)C2=C(OC(C)C2(C)C)C=3C1=CC(O)=CC3C,MKAVSGZPSXLJKL-UHFFFAOYSA-N  ,Trypethelon,Organic compounds,Organoheterocyclic compounds,Naphthofurans,,Naphthofurans,O=C1C(=O)C2=C(OC(C)C2(C)C)C=3C1=CC(O)=CC3C,Naphthoquinones,Naphthalenes,Polyketides,FALSE,"https://lotus.naturalproducts.net/compound/lotus_id/LTS0166776, https://lotus.naturalproducts.net/compound/lotus_id/LTS0138734",https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1835011/,TRUE,FALSE,TRUE,NP0255788,10.1021/np2004227,,,,
M00134,Trypethelone methyl ether,O=C1C(=O)C2=C(OC(C)C2(C)C)C=3C1=CC(OC)=CC3C,CCLFCEGGIPRBIN-UHFFFAOYSA-N  ,Trypethelonmethylether; Trypethelon‐methylether,Organic compounds,Organoheterocyclic compounds,Naphthofurans,,Naphthofurans,O=C1C(=O)C2=C(OC(C)C2(C)C)C=3C1=CC(OC)=CC3C,,,Terpenoids,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0246886,,FALSE,FALSE,TRUE,NP0310732,https://doi.org/10.1002/jlac.198019800517,,,,
M00135,"5,7-Dichloroemodin",O=C1C2=CC(=CC(O)=C2C(=O)C=3C(O)=C(Cl)C(O)=C(Cl)C13)C,ANEHFIKAXIZHIZ-UHFFFAOYSA-N  ,"5,7-Dichloremodin; 1,3-Dichloro-2,4,5-trihydroxy-7-methylanthraquinone; 2,4-dichloroemodin",Organic compounds,Benzenoids,Anthracenes,Anthraquinones,Hydroxyanthraquinones,O=C1C2=CC(=CC(O)=C2C(=O)C=3C(O)=C(Cl)C(O)=C(Cl)C13)C,Anthraquinones and anthrones,Polycyclic aromatic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0106781,,FALSE,FALSE,TRUE,NP0214825,https://doi.org/10.1039/J39700000307,,,,
M00136,Emodic acid,O=C(O)C1=CC(O)=C2C(=O)C=3C(O)=CC(O)=CC3C(=O)C2=C1,ZJXVNNSMRGTDBI-UHFFFAOYSA-N,Emodinsaure,Organic compounds,Benzenoids,Anthracenes,Anthracenecarboxylic acids and derivatives,Anthracenecarboxylic acids,O=C(O)C1=CC(O)=C2C(=O)C=3C(O)=CC(O)=CC3C(=O)C2=C1,Anthraquinones and anthrones,Polycyclic aromatic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0140301,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL290914/,TRUE,TRUE,TRUE,NP0006406,10.1042/bj0340159,,,,
M00137,Nemetzone,O=C(OC=1C=C2C(=O)C=3C=C(OC)C=C(O)C3C(=O)C2=CC1C(=O)C)C,KBTUKTJYCIFJMG-UHFFFAOYSA-N,Nemetzon,Organic compounds,Benzenoids,Anthracenes,Anthraquinones,Anthraquinones,O=C(OC=1C=C2C(=O)C=3C=C(OC)C=C(O)C3C(=O)C2=CC1C(=O)C)C,Anthraquinones and anthrones,Polycyclic aromatic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0000407,,FALSE,FALSE,TRUE,NP0141644,https://doi.org/10.1515/znb-1994-1118,,,,
M00138,Solorinic acid,CCCCCC(=O)C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)OC)O,MLTVHORGISIISB-UHFFFAOYSA-N ,Solorinsaure,Organic compounds,Benzenoids,Anthracenes,Anthraquinones,Hydroxyanthraquinones,CCCCCC(=O)C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)OC)O,Anthraquinones and anthrones,Polycyclic aromatic polyketides,Polyketides,FALSE,https://lotus.naturalproducts.net/compound/lotus_id/LTS0254899,,TRUE,TRUE,TRUE,NP0316314,10.1016/s0031-9422(00)85363-7,,,,
M00139,rhodocladonic acid,CC(C1=C(O)C2=C(C=C3C(C(C(O)=C(OC)C3=O)=O)=C2O)O1)=O,UTQKMDZXMYCSCI-UHFFFAOYSA-N  ,rhodocladonsaure; mysaquinone,Organic compounds,Organoheterocyclic compounds,Naphthofurans,,Naphthofurans,CC(C1=C(O)C2=C(C=C3C(C(C(O)=C(OC)C3=O)=O)=C2O)O1)=O,Naphthoquinones,Naphthalenes,Polyketides,FALSE,,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3039103/,FALSE,TRUE,FALSE,,https://pubmed.ncbi.nlm.nih.gov/18135774/,no doi,,,
